1.004720 0.844012
2.423798 0.657725
4.752894 -0.999180
3.783141 -0.598437
3.139705 0.001888
4.318723 -0.923509
3.039853 0.101565
0.488470 0.469276
2.907249 0.232204
3.694477 -0.525144
4.593079 -0.992891
0.222062 0.220242
4.721012 -0.999963
5.218512 -0.874631
5.783469 -0.479177
2.591370 0.522877
5.515803 -0.694254
4.230989 -0.886347
1.892384 0.948735
6.058249 -0.223044
1.342360 0.974022
6.045889 -0.235075
3.626536 -0.466158
4.198707 -0.870941
4.759726 -0.998880
1.252309 0.949710
1.769978 0.980229
1.852051 0.960708
0.521088 0.497824
0.046624 0.046607
5.808584 -0.456984
5.610452 -0.623126
4.916211 -0.979300
6.114277 -0.168107
5.232600 -0.867714
6.067337 -0.214176
4.371407 -0.942427
2.279983 0.758892
5.016397 -0.954144
1.828870 0.966883
2.892418 0.246604
2.555426 0.553171
1.193267 0.929578
4.356624 -0.937380
1.383260 0.982467
3.248802 -0.107004
5.402975 -0.770873
1.260253 0.952168
1.545295 0.999675
0.027015 0.027012
4.261947 -0.900255
3.009154 0.132052
2.685031 0.440865
0.806005 0.721527
4.925290 -0.977422
5.440072 -0.746718
0.472247 0.454889
0.102138 0.101960
0.189513 0.188381
4.978626 -0.964768
4.995132 -0.960294
2.678408 0.446799
4.335131 -0.929678
3.701171 -0.530829
4.726207 -0.999905
0.957491 0.817750
1.887052 0.950407
1.192315 0.929227
5.775276 -0.486352
1.125087 0.902305
5.085013 -0.931375
5.147569 -0.906794
4.269278 -0.903422
2.448209 0.639143
3.841265 -0.643967
3.041488 0.099938
5.277160 -0.844711
3.916917 -0.699948
0.116956 0.116690
4.687941 -0.999701
5.520595 -0.690797
2.085830 0.870276
3.450062 -0.303601
3.090970 0.050601
2.657949 0.465008
4.375373 -0.943745
4.189617 -0.866439
0.045922 0.045906
0.722381 0.661173
1.786139 0.976903
1.744200 0.985003
5.079062 -0.933525
2.402693 0.673475
3.925540 -0.706080
0.440262 0.426177
1.183118 0.925789
1.308893 0.965899
1.179358 0.924361
2.167562 0.827157
0.145917 0.145400
