6.8 982.4 83.1
6.6 982.5 83.3
7.0 982.2 79.9
7.0 982.2 76.1
6.7 982.4 82.0
6.8 982.3 81.6
6.2 982.4 83.7
6.1 982.4 83.0
6.7 982.4 78.6
6.4 982.4 81.9
5.8 982.5 84.1
6.0 982.6 84.6
6.0 982.6 86.2
5.6 982.6 86.9
5.6 982.5 85.9
5.9 982.4 84.0
6.0 982.5 83.5
6.0 982.4 85.2
6.0 982.3 85.3
6.2 982.4 83.8
6.2 982.4 80.7
6.2 982.3 82.5
5.6 982.4 85.2
6.0 982.3 85.3
6.1 982.4 84.4
5.8 982.4 84.8
6.1 982.3 84.0
5.4 982.3 86.6
5.4 982.3 86.8
5.7 982.2 82.7
6.3 982.2 77.3
6.5 982.1 75.8
6.3 982.1 75.1
6.2 982.2 76.2
6.3 982.3 75.3
6.2 982.3 75.1
6.1 982.3 73.9
6.3 982.3 73.5
6.2 982.2 72.7
6.1 982.2 72.6
6.2 982.2 72.7
6.1 982.3 74.3
6.0 982.1 73.2
6.0 982.2 77.9
5.8 982.3 78.4
5.7 982.2 75.8
5.9 982.2 72.3
6.1 982.1 72.3
6.0 982.0 74.8
6.1 982.2 71.2
6.3 982.1 71.6
6.3 982.0 69.3
6.1 982.0 69.6
6.1 982.0 69.4
6.2 981.9 68.2
6.3 981.9 67.8
6.1 981.9 67.7
6.2 981.8 67.1
6.4 981.8 66.3
6.4 981.8 65.5
6.5 981.8 65.5
6.2 981.7 65.4
6.1 981.7 66.3
6.2 981.7 65.2
6.0 981.9 65.9
6.0 981.8 66.4
6.0 981.8 66.0
6.0 981.8 65.8
5.8 981.8 66.0
6.0 981.8 65.7
6.0 981.7 65.4
6.1 981.8 64.1
6.1 981.9 63.8
5.9 982.0 64.6
5.9 982.0 65.2
5.8 982.1 64.7
5.9 982.1 64.5
6.1 982.1 64.2
6.0 982.2 63.6
6.2 982.2 64.1
6.2 982.2 64.4
6.1 982.2 64.1
6.2 982.3 64.5
6.0 982.3 64.7
6.3 982.3 65.9
6.0 982.4 65.5
6.2 982.5 67.9
6.4 982.6 66.0
5.8 982.6 71.1
6.1 982.6 70.8
6.5 982.5 68.7
6.4 982.5 69.1
6.1 982.5 71.3
6.9 982.4 70.8
7.5 982.3 69.3
7.3 982.4 66.7
7.6 982.3 67.6
8.3 982.3 62.4
8.9 982.2 58.3
9.3 982.2 55.7
9.3 982.2 54.9
9.3 982.1 54.5
9.4 982.2 55.4
9.3 982.2 54.7
9.7 982.2 54.7
9.7 982.3 52.8
9.8 982.3 56.6
10.0 982.2 52.4
10.6 982.2 54.7
10.8 982.3 50.9
10.8 982.3 48.8
11.0 982.3 54.8
11.0 982.3 52.8
11.0 982.3 52.2
11.2 982.3 49.9
10.7 982.3 53.9
12.0 982.3 50.8
12.4 982.2 51.5
11.7 982.2 50.1
12.4 982.2 48.0
11.9 982.2 47.4
12.5 982.1 47.7
11.9 982.2 46.5
12.2 982.1 43.5
12.3 982.1 42.6
12.6 982.0 41.3
12.4 982.0 39.3
12.8 981.9 39.7
12.1 982.0 37.4
12.4 981.9 37.3
13.4 981.8 37.2
13.2 981.8 38.1
13.3 981.7 37.3
13.6 981.6 36.2
14.2 981.4 35.7
13.6 981.3 35.4
14.3 981.2 34.4
14.6 981.2 34.8
14.3 981.1 31.8
14.3 981.1 32.3
14.8 981.0 32.3
15.6 980.9 31.1
15.5 980.9 32.8
14.2 980.9 30.2
15.4 980.8 32.2
15.5 980.7 31.7
15.3 980.6 31.2
14.1 980.9 33.6
16.1 980.4 30.0
15.8 981.2 39.9
15.2 981.1 41.2
15.5 980.1 29.7
15.7 980.9 39.1
14.8 981.0 40.4
13.6 981.0 39.8
15.0 980.7 38.0
14.7 980.6 36.1
14.4 980.6 35.3
14.5 980.6 35.9
14.3 980.6 36.8
14.7 980.5 36.3
14.8 980.6 38.1
15.1 980.6 37.1
15.2 980.6 38.8
15.2 980.5 38.0
15.5 980.4 36.9
15.7 979.7 28.4
16.3 979.8 28.4
17.0 980.5 35.6
15.9 980.7 37.3
15.9 980.5 34.4
16.7 979.9 29.2
17.3 979.7 28.1
17.2 979.7 28.8
17.4 979.6 29.9
18.0 979.6 31.0
17.0 980.4 35.7
16.1 979.6 28.1
16.3 979.6 29.5
17.1 980.2 36.5
17.0 979.6 28.9
17.2 979.5 28.4
16.8 979.6 31.8
15.4 979.8 40.9
15.3 979.9 41.3
14.9 979.9 41.2
15.3 979.8 41.6
15.2 979.9 42.5
14.9 979.9 42.8
14.6 979.8 42.5
14.9 979.9 42.7
14.4 979.9 42.3
14.6 980.0 44.0
14.8 979.9 43.6
14.4 980.0 43.2
14.5 980.0 44.3
14.5 980.0 43.4
14.2 980.2 44.1
14.0 980.2 43.5
14.1 980.2 46.1
13.8 980.2 45.6
13.6 980.2 45.0
13.1 980.2 45.4
13.3 980.1 45.0
13.4 980.1 45.8
13.3 980.1 45.3
13.3 980.3 45.3
13.2 980.3 45.9
12.8 980.4 46.1
12.7 980.5 46.7
12.3 980.5 47.4
12.3 980.6 47.4
12.3 980.4 47.7
12.1 980.5 48.3
11.8 980.7 48.8
11.6 980.6 48.9
11.3 980.7 49.7
11.1 980.7 50.0
11.1 980.7 49.9
10.9 980.8 50.7
10.7 980.6 50.4
10.6 980.9 52.2
10.8 980.8 51.3
10.7 980.9 51.8
10.4 981.0 52.2
10.4 980.9 52.0
10.4 981.2 53.1
10.3 981.2 52.6
10.2 981.3 52.8
10.2 981.4 52.4
10.3 981.4 53.5
8.6 980.0 71.8
8.3 979.9 72.9
8.3 979.9 72.7
7.9 979.9 74.9
7.8 979.8 75.6
8.1 979.7 74.1
7.9 979.7 74.5
7.9 979.6 74.5
7.9 979.6 75.5
7.9 979.6 73.5
8.0 979.5 71.4
7.8 979.5 74.4
8.1 979.5 71.7
8.4 979.4 69.5
8.4 979.4 69.5
8.2 979.3 70.9
8.1 979.4 72.0
8.0 979.3 73.3
7.5 979.2 75.9
7.6 979.3 75.4
8.2 979.2 71.1
8.2 979.2 71.9
7.8 979.2 73.7
8.0 979.1 72.2
8.4 979.2 70.7
8.5 979.1 70.0
8.0 979.2 71.4
7.8 979.2 73.1
8.3 979.2 70.4
8.4 979.2 69.9
7.8 979.2 71.7
8.1 979.2 71.0
7.9 979.2 71.6
7.8 979.2 71.6
7.6 979.2 74.1
7.9 979.1 71.6
7.7 979.0 73.7
8.0 979.0 70.4
8.1 979.0 70.5
8.1 979.1 69.1
8.1 979.0 69.8
8.3 979.0 69.5
8.2 979.0 70.1
8.2 979.0 70.1
8.2 978.9 70.5
8.2 978.9 69.9
8.1 978.9 70.6
7.8 978.9 71.8
7.4 979.0 74.0
7.2 979.0 74.0
7.1 978.9 75.6
7.1 978.9 75.3
7.4 979.0 73.5
7.8 979.1 71.4
7.9 979.1 70.9
8.1 979.0 70.4
7.9 979.0 70.9
8.1 979.0 69.9
7.7 979.0 72.3
7.8 979.1 72.1
7.8 979.2 72.4
8.1 979.1 69.3
8.5 979.0 68.2
8.2 979.1 68.3
8.5 979.2 68.1
8.8 979.2 66.1
8.5 979.2 66.9
8.3 979.2 69.2
8.0 979.3 70.4
8.6 979.2 67.0
9.1 979.2 66.9
8.8 979.1 64.9
8.9 979.1 65.1
7.8 979.2 71.2
8.2 979.2 70.0
9.1 979.1 64.4
9.1 979.1 64.2
9.1 978.9 65.3
9.4 978.9 63.0
9.5 978.9 61.5
9.5 978.9 62.0
9.7 978.8 62.4
9.7 978.6 60.6
9.8 978.4 58.4
9.9 978.2 57.2
10.0 978.3 59.6
10.1 978.1 58.2
10.6 978.1 57.2
10.9 977.9 56.9
10.5 977.9 55.3
11.1 977.6 53.9
11.2 977.5 52.9
11.5 977.3 55.7
11.6 978.0 57.9
12.0 977.5 55.2
12.6 977.3 51.5
12.6 977.6 51.8
12.7 977.6 53.0
12.6 977.4 51.5
