6.800000 982.400000 83.100000 1
6.600000 982.500000 83.300000 1
7.000000 982.200000 79.900000 1
7.000000 982.200000 76.100000 1
6.700000 982.400000 82.000000 1
6.800000 982.300000 81.600000 1
6.200000 982.400000 83.700000 1
6.100000 982.400000 83.000000 1
6.700000 982.400000 78.600000 1
6.400000 982.400000 81.900000 1
5.800000 982.500000 84.100000 1
6.000000 982.600000 84.600000 1
6.000000 982.600000 86.200000 1
5.600000 982.600000 86.900000 1
5.600000 982.500000 85.900000 1
5.900000 982.400000 84.000000 1
6.000000 982.500000 83.500000 1
6.000000 982.400000 85.200000 1
6.000000 982.300000 85.300000 1
6.200000 982.400000 83.800000 1
6.200000 982.400000 80.700000 1
6.200000 982.300000 82.500000 1
5.600000 982.400000 85.200000 1
6.000000 982.300000 85.300000 1
6.100000 982.400000 84.400000 1
5.800000 982.400000 84.800000 1
6.100000 982.300000 84.000000 1
5.400000 982.300000 86.600000 1
5.400000 982.300000 86.800000 1
5.700000 982.200000 82.700000 1
6.300000 982.200000 77.300000 1
6.500000 982.100000 75.800000 1
6.300000 982.100000 75.100000 1
6.200000 982.200000 76.200000 1
6.300000 982.300000 75.300000 1
6.200000 982.300000 75.100000 1
6.100000 982.300000 73.900000 1
6.300000 982.300000 73.500000 1
6.200000 982.200000 72.700000 1
6.100000 982.200000 72.600000 1
6.200000 982.200000 72.700000 1
6.100000 982.300000 74.300000 1
6.000000 982.100000 73.200000 1
6.000000 982.200000 77.900000 1
5.800000 982.300000 78.400000 1
5.700000 982.200000 75.800000 1
5.900000 982.200000 72.300000 1
6.100000 982.100000 72.300000 1
6.000000 982.000000 74.800000 1
6.100000 982.200000 71.200000 1
6.300000 982.100000 71.600000 1
6.300000 982.000000 69.300000 1
6.100000 982.000000 69.600000 1
6.100000 982.000000 69.400000 1
6.200000 981.900000 68.200000 1
6.300000 981.900000 67.800000 1
6.100000 981.900000 67.700000 1
6.200000 981.800000 67.100000 1
6.400000 981.800000 66.300000 1
6.400000 981.800000 65.500000 1
6.500000 981.800000 65.500000 1
6.200000 981.700000 65.400000 1
6.100000 981.700000 66.300000 1
6.200000 981.700000 65.200000 1
6.000000 981.900000 65.900000 1
6.000000 981.800000 66.400000 1
6.000000 981.800000 66.000000 1
6.000000 981.800000 65.800000 1
5.800000 981.800000 66.000000 1
6.000000 981.800000 65.700000 1
6.000000 981.700000 65.400000 1
6.100000 981.800000 64.100000 1
6.100000 981.900000 63.800000 1
5.900000 982.000000 64.600000 1
5.900000 982.000000 65.200000 1
