12.0 984.7 75.3
12.0 984.7 77.5
11.6 984.7 81.5
11.6 984.7 84.3
11.4 984.7 84.5
11.3 984.7 86.2
11.0 984.7 87.1
11.0 984.8 89.1
11.0 984.8 88.2
11.0 984.8 89.1
11.1 984.9 88.8
11.1 984.9 88.4
11.1 984.8 89.3
10.9 984.9 89.1
11.1 985.1 87.9
11.0 985.1 87.3
10.9 985.2 88.4
10.7 985.1 89.3
10.6 985.1 89.9
10.6 985.1 89.8
10.6 985.0 89.8
10.4 985.0 91.2
10.6 985.0 91.0
10.6 985.1 90.9
10.7 985.1 91.5
10.9 985.1 91.6
10.8 985.0 91.5
10.6 984.9 92.9
10.5 984.9 92.8
10.6 984.8 92.3
10.6 984.6 92.3
10.5 984.5 92.2
10.6 984.4 91.5
10.6 984.2 91.4
10.6 984.1 92.2
10.8 984.1 90.7
10.4 984.1 90.2
10.7 984.0 90.0
10.6 984.0 89.5
10.5 984.0 90.0
10.6 984.0 89.0
11.0 983.9 89.3
10.8 984.0 88.1
10.6 984.0 87.7
10.7 984.0 87.2
10.7 984.0 88.3
10.6 984.0 89.5
10.6 984.1 89.3
10.5 984.0 92.2
10.2 983.9 92.1
10.5 984.0 90.7
10.6 983.9 89.5
10.6 984.0 89.1
10.2 984.1 92.6
9.8 984.0 93.7
9.8 983.9 93.5
10.2 983.9 92.4
10.3 983.8 90.7
10.4 983.8 90.7
10.4 983.7 90.6
10.2 983.7 91.0
9.9 983.4 91.8
9.8 983.3 91.8
9.9 983.2 91.6
9.9 983.2 90.0
9.8 983.1 91.0
9.7 983.0 90.6
9.7 982.8 90.4
9.4 982.8 90.8
9.9 982.7 89.0
9.9 982.7 88.3
9.9 982.7 87.9
10.0 982.6 86.3
10.4 982.5 80.3
10.5 982.5 78.2
10.8 982.5 78.1
10.6 982.5 78.0
10.2 982.5 84.5
10.1 982.5 86.3
10.3 982.5 86.3
10.2 982.5 87.1
9.8 982.6 89.5
10.0 982.6 89.1
10.0 982.5 88.2
10.2 982.5 88.9
10.2 982.5 87.3
10.3 982.3 86.8
10.5 982.2 85.9
10.1 982.3 87.4
10.2 982.3 84.5
10.3 982.3 86.6
10.0 982.3 88.8
10.1 982.3 88.1
10.1 982.3 87.0
10.2 982.2 86.6
10.1 982.3 88.8
9.6 982.3 89.6
9.9 982.3 88.7
10.3 982.3 87.8
10.3 982.3 85.9
10.3 982.2 84.1
10.5 982.2 83.3
10.3 982.1 85.0
9.9 981.9 86.9
10.0 981.7 86.1
9.9 981.7 84.7
10.2 981.8 86.2
9.9 981.7 87.5
13.0 984.2 80.9
13.1 984.2 80.6
12.9 984.2 83.0
12.7 984.3 86.9
12.4 984.3 89.5
