2.364198 0.704116
0.033954 0.043175
1.932217 0.936809
5.685290 -0.562741
0.715098 0.648573
3.640226 -0.485836
3.632443 -0.474418
0.291988 0.288444
1.022963 0.862266
5.235866 -0.866138
2.904598 0.235340
5.045859 -0.936505
3.995251 -0.757285
1.304640 0.964396
2.946858 0.184479
4.280862 -0.907977
3.572952 -0.411842
4.925093 -0.970714
1.043455 0.865817
5.604959 -0.630433
1.597800 1.000728
4.949793 -0.966515
0.518456 0.488597
6.019873 -0.254465
5.964098 -0.309896
0.801677 0.718154
2.770731 0.371321
5.036643 -0.952496
4.670583 -0.996392
6.184725 -0.105317
6.108422 -0.179680
5.174349 -0.903295
0.208200 0.199956
4.719571 -1.007701
4.948818 -0.972842
6.086288 -0.186152
0.549280 0.518351
3.466336 -0.322161
5.756767 -0.503844
2.564607 0.551324
4.111475 -0.822042
1.000401 0.836634
4.065163 -0.788190
1.662919 0.990572
2.650496 0.479225
2.418484 0.656438
1.647507 0.991888
4.748464 -1.009214
2.602652 0.508892
5.699808 -0.550629
0.589802 0.553059
1.495131 0.992504
0.535308 0.518307
0.460381 0.452810
0.575115 0.547074
5.629702 -0.609130
5.964593 -0.303876
2.644882 0.484363
1.573814 0.999375
1.513143 0.993203
0.528665 0.512250
3.383579 -0.233787
1.989525 0.919543
0.978467 0.826714
4.591615 -1.000166
2.587758 0.525991
0.994694 0.843476
6.035471 -0.251650
3.275708 -0.126607
3.707153 -0.542315
0.468602 0.444966
5.355812 -0.800642
3.589374 -0.429215
2.152288 0.839440
0.606871 0.572706
0.781150 0.711870
4.947834 -0.978470
3.007888 0.136996
0.188261 0.187917
4.806232 -0.989118
1.662474 0.995138
4.095850 -0.814866
3.679504 -0.516036
2.493947 0.598572
3.568056 -0.417188
4.913469 -0.985165
2.832087 0.305261
0.164374 0.169151
0.217284 0.219997
4.368525 -0.948100
3.539063 -0.379879
4.659702 -1.005383
6.062307 -0.212486
1.265236 0.951185
1.068170 0.871329
2.083144 0.876043
4.514512 -0.975797
3.819126 -0.634119
2.971390 0.178590
4.793479 -0.994384
1.798253 0.970055
0.660609 0.613389
5.008422 -0.955726
3.824083 -0.635786
5.409645 -0.764171
3.437393 -0.297412
1.577747 0.997871
5.034299 -0.954875
1.890851 0.957699
5.642829 -0.590182
4.972815 -0.960907
3.403957 -0.255090
0.905161 0.791474
0.141139 0.132016
2.847504 0.298412
5.019736 -0.950959
0.080450 0.084006
3.456064 -0.303001
1.646365 0.990926
3.749048 -0.569576
5.211935 -0.879289
1.687913 0.996591
0.033131 0.042134
1.300253 0.955689
1.586569 1.000658
5.438837 -0.751686
3.809688 -0.624995
2.760835 0.377507
0.871182 0.771266
5.463337 -0.729750
2.014918 0.899703
2.840778 0.306250
4.017487 -0.777716
2.053487 0.889298
2.208863 0.799465
5.617115 -0.618980
4.687429 -1.007145
0.566390 0.528796
4.834009 -0.998369
4.612777 -0.994729
4.482146 -0.978560
3.713103 -0.536932
5.099382 -0.933871
5.238799 -0.854976
5.103541 -0.920734
3.917238 -0.697081
4.638710 -0.994348
1.080945 0.889897
1.807498 0.963659
6.129305 -0.150011
2.658255 0.458877
4.087137 -0.802186
1.458527 0.989469
4.453918 -0.958028
4.846523 -0.992025
3.578926 -0.432145
2.034361 0.884493
3.218428 -0.077849
5.489307 -0.710133
1.230470 0.937305
0.148545 0.157501
5.214254 -0.880129
3.311138 -0.167267
2.006515 0.915910
5.519688 -0.700780
2.528410 0.583938
2.424597 0.664739
2.137290 0.834833
0.211493 0.205386
2.811801 0.327760
3.403027 -0.251753
1.347149 0.977130
5.809458 -0.452622
6.002700 -0.270791
4.838127 -0.982161
3.409033 -0.272731
2.426374 0.652386
2.996000 0.154860
0.235333 0.241781
1.181537 0.930824
0.601251 0.568439
2.149705 0.827469
0.683646 0.628146
0.484633 0.466670
2.191190 0.815944
2.911528 0.234628
1.651685 1.005867
1.572317 0.998090
4.120004 -0.819896
4.690697 -1.006136
1.180657 0.930021
5.087752 -0.930829
3.412171 -0.275521
4.189512 -0.862502
0.650089 0.613882
0.884982 0.765884
1.535752 1.006845
4.683918 -0.995802
0.218851 0.214795
4.209799 -0.866784
4.243291 -0.901841
3.193551 -0.051881
5.983434 -0.304991
2.946510 0.185358
1.251265 0.940023
0.003117 0.004107
1.130747 0.900711
1.337707 0.971269
1.333650 0.977257
0.562064 0.536341
0.486872 0.466233
2.248523 0.775299
3.166269 -0.022238
3.725776 -0.561369
3.159377 -0.014437
5.746103 -0.502881
4.262410 -0.901891
4.644247 -0.988691
6.129226 -0.158990
5.437141 -0.749208
4.188635 -0.871989
3.672091 -0.506323
4.881442 -0.987711
0.607127 0.574398
3.146279 0.003606
4.997705 -0.957145
2.816591 0.320171
4.389252 -0.955654
0.470906 0.460562
3.986237 -0.748281
1.735762 0.977365
3.923339 -0.702953
3.621349 -0.453675
0.500795 0.487291
2.467383 0.631653
6.241272 -0.046611
3.969986 -0.731953
4.762065 -1.000968
0.359940 0.356652
4.851158 -0.991061
6.210846 -0.064020
4.840658 -0.995408
3.395855 -0.253922
1.112586 0.888514
4.534018 -0.979181
